dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,wobbliness,temp,atemp,hum,congeniality,windspeed,casual,registered,cnt
40952,1,1,2,23,0,1,1,1,4.209631924,0.28,0.3182,0.41,1.3418,0,2,34,36
40953,1,1,2,0,0,2,1,2,12.20116301,0.26,0.303,0.6,1.677,0,0,14,14
40953,1,1,2,1,0,2,1,2,72.7563644,0.26,0.303,0.56,1.597,0,0,6,6
40953,1,1,2,2,0,2,1,2,27.63069578,0.28,0.3182,0.41,1.3418,0,0,3,3
40953,1,1,2,4,0,2,1,2,58.72339711,0.26,0.2727,0.65,1.8073,0.1045,0,2,2
40953,1,1,2,6,0,2,1,2,22.59773821,0.26,0.303,0.56,1.597,0,1,89,90
40953,1,1,2,7,0,2,1,2,69.90777859,0.24,0.2576,0.6,1.6624,0.0896,4,276,280
40953,1,1,2,8,0,2,1,2,19.45251955,0.24,0.2879,0.7,1.8321,0,3,510,513
40953,1,1,2,9,0,2,1,2,76.36174759,0.26,0.2879,0.56,1.6121,0.0896,6,256,262
40953,1,1,2,10,0,2,1,2,61.86185772,0.26,0.2727,0.6,1.7073,0.1343,8,90,98
40953,1,1,2,11,0,2,1,2,49.65857635,0.3,0.303,0.45,1.497,0.1642,5,107,112
40953,1,1,2,13,0,2,1,2,76.75829919,0.36,0.3333,0.4,1.5467,NA,6,167,173
40953,1,1,2,14,0,2,1,1,69.2548631,0.4,0.4091,0.4,1.5909,0.2239,13,111,124
40953,1,1,2,15,0,2,1,2,89.60500845,0.42,0.4242,0.38,1.5958,0.4478,7,138,145
40953,1,1,2,17,0,2,1,1,85.80297502,0.42,0.4242,0.38,1.5958,0.3582,19,504,523
40953,1,1,2,18,0,2,1,2,81.06641214,NA,0.3939,0.46,1.6661,0.2985,8,398,406
40953,1,1,2,21,0,2,1,2,56.09944322,0.36,0.3636,0.5,1.7164,0.1045,4,105,109
40953,1,1,2,22,0,2,1,2,14.32615526,0.36,0.3636,0.5,1.7164,0.1045,5,72,77
40954,1,1,2,0,0,3,1,1,74.11399647,0.32,0.3485,0.57,NA,0,0,22,22
40954,1,1,2,1,0,3,1,1,29.96730428,0.34,0.3636,0.53,1.7164,0,0,5,5
40954,1,1,2,3,0,3,1,1,92.53942125,0.28,0.3182,0.75,2.0218,0,0,3,3
40954,1,1,2,4,0,3,1,1,86.68420548,0.28,0.2879,0.7,1.9521,0.1045,0,1,1
40954,1,1,2,5,0,3,1,1,93.54695539,0.28,0.2879,0.7,1.9521,0.1045,0,25,25
40954,1,1,2,6,0,3,1,1,12.02897019,0.3,0.303,0.61,1.817,0.1343,3,92,95
40954,1,1,2,7,0,3,1,2,58.83063353,0.3,0.2879,0.65,1.9121,0.194,3,318,321
40954,1,1,2,8,0,3,1,1,7.971734653,0.32,0.2879,0.61,1.8921,0.3582,7,508,515
40954,1,1,2,9,0,3,1,1,52.75073744,0.32,0.303,0.61,1.877,0.3284,5,226,231
40954,1,1,2,11,0,3,1,,32.45512141,0.36,0.3333,0.53,1.8067,0.2836,13,125,138
40954,1,1,2,12,0,3,1,1,3.408285287,0.38,0.3939,0.46,1.6661,0.3881,11,152,163
40954,1,1,2,13,0,3,1,1,37.47496205,0.4,0.4091,0.43,1.6509,0.2836,11,159,170
40954,1,1,2,14,0,3,1,1,28.70476401,0.42,0.4242,0.41,1.6558,0.3582,6,128,134
40954,1,1,2,15,0,3,1,1,16.18334099,0.42,0.4242,0.41,1.6558,0.2239,7,164,171
40954,1,1,2,16,0,3,1,1,8.493225291,0.42,0.4242,0.38,1.5958,0.194,9,222,231
40954,1,1,2,17,0,3,1,1,98.8219198,0.42,0.4242,0.38,1.5958,0.194,17,470,487
40954,1,1,2,20,0,3,1,1,14.0230709,NA,0.3485,0.46,1.6515,0.1642,4,207,211
40954,1,1,2,21,0,3,1,1,15.04505494,0.34,0.3333,0.53,1.7467,0.1642,8,170,178
40954,1,1,2,22,0,3,1,1,94.83744638,0.34,0.3485,0.49,1.6515,0.1045,3,104,107
40954,1,1,2,23,0,3,1,1,16.86421631,0.34,0.3485,0.53,1.7315,0.0896,4,54,58
40955,1,1,2,0,0,4,1,2,46.31862949,0.3,0.303,0.7,1.997,0.1343,1,22,23
40955,1,1,2,1,0,4,1,2,28.6570859,0.3,0.3333,0.7,1.9667,0,0,5,5
40955,1,1,2,2,0,4,1,2,59.42076212,0.3,0.3182,0.7,1.9818,0.0896,1,6,7
40955,1,1,2,3,0,4,1,2,89.33330324,0.3,0.3333,0.61,1.7867,0,0,1,1
40955,1,1,2,4,0,4,1,3,72.67575956,0.3,0.3182,0.7,1.9818,0.0896,0,3,3
40955,1,1,2,5,0,4,1,2,71.70741709,0.3,0.3333,0.7,1.9667,0,0,20,20
40955,1,1,2,6,0,4,1,2,32.9631559,0.3,0.3182,0.7,1.9818,0.0896,4,83,87
40955,1,1,2,7,0,4,1,2,31.40826849,0.3,0.303,0.7,1.997,0.1343,3,285,288
40955,1,1,2,8,0,4,1,2,59.35004498,0.3,0.3182,0.7,1.9818,0.0896,9,489,498
40955,1,1,2,10,0,4,1,3,7.37769769,0.32,0.3333,0.7,2.0267,0.1343,2,42,44
40955,1,1,2,11,0,4,1,3,21.10495893,0.32,0.3333,0.7,2.0267,NA,2,69,71
40955,1,1,2,13,0,4,1,3,53.59590703,0.34,0.3182,0.71,2.1218,0.2537,2,62,64
40955,1,1,2,14,0,4,1,3,33.1529052,0.32,0.3182,0.81,2.2618,0.194,1,30,31
40955,1,1,2,15,0,4,1,3,20.92346964,0.34,0.3636,0.76,2.1764,0,3,50,53
40955,1,1,2,16,0,4,1,3,6.83902103,0.34,0.3636,0.81,2.2764,0,8,110,118
40955,1,1,2,17,0,4,1,3,29.7043098,0.34,0.3636,0.87,2.3964,0,8,281,289
40955,1,1,2,18,0,4,1,3,33.91725713,0.34,0.3333,0.87,2.4267,0.1343,8,345,353
40955,1,1,2,19,0,4,1,2,27.61381399,0.32,0.3182,0.87,2.3818,0.1642,4,254,258
40955,1,1,2,21,0,4,1,2,35.98607091,0.34,0.3485,0.81,2.2915,0.1045,3,142,145
40955,1,1,2,23,0,4,1,1,39.83587348,0.32,0.3333,0.81,2.2467,0.0896,3,70,73
40956,1,1,2,0,0,5,1,2,59.36181203,0.3,0.3333,0.87,2.3067,0,2,32,34
40956,1,1,2,2,0,5,1,2,2.136596554,0.3,0.3182,0.93,2.4418,0.1045,1,11,12
40956,1,1,2,3,0,5,1,2,18.9716085,0.28,0.2879,NA,2.4121,0.1045,0,1,1
40956,1,1,2,4,0,5,1,2,98.47080455,0.28,0.2727,0.93,2.4273,0.194,0,1,1
40956,1,1,2,5,0,5,1,2,8.651024088,0.28,0.2727,0.93,2.4273,0.1642,0,16,16
40956,1,1,2,8,0,5,1,2,1.367883843,0.26,0.303,1,2.477,0,4,516,520
40956,1,1,2,9,0,5,1,2,70.46871061,0.26,0.303,1,2.477,0,8,275,283
40956,1,1,2,10,0,5,1,1,70.03711857,0.34,0.3182,0.71,2.1218,0.2836,13,103,116
40956,1,1,2,12,0,5,1,1,22.91154043,0.38,0.3939,0.46,1.6661,0.3881,21,177,198
40956,1,1,2,13,0,5,1,1,2.5441172,0.4,0.4091,0.43,1.6509,0.3582,34,171,205
40956,1,1,2,14,0,5,1,1,1.922455579,0.4,0.4091,0.37,1.5309,0.3582,33,137,170
40956,1,1,2,15,0,5,1,1,39.20111186,0.42,0.4242,0.35,1.5358,0.4179,41,180,221
40956,1,1,2,16,0,5,1,1,57.47816736,0.42,0.4242,0.32,1.4758,0.2985,56,251,307
40956,1,1,2,17,0,5,1,1,44.2945309,NA,0.4242,0.32,1.4758,0.3284,36,429,465
40956,1,1,2,18,0,5,1,1,74.53546334,0.4,0.4091,0.35,1.4909,0.2537,15,362,377
40956,1,1,2,21,0,5,1,1,67.94069971,0.38,0.3939,0.37,1.4861,0.194,15,114,129
40957,1,1,2,0,0,6,0,1,9.97845123,0.34,0.3333,0.42,1.5267,0.1642,5,81,86
40957,1,1,2,1,0,6,0,1,85.86249332,0.32,0.3182,0.49,1.6218,0.1642,7,38,45
40957,1,1,2,2,0,6,0,1,57.7679686,0.3,0.2879,0.61,1.8321,0.2537,6,39,45
40957,1,1,2,4,0,6,0,1,41.81019563,0.26,0.303,0.7,1.877,0,3,4,7
40957,1,1,2,5,0,6,0,1,23.08912315,0.24,0.2576,0.7,1.8624,0.0896,0,1,1
40957,1,1,2,6,0,6,0,1,15.85034817,NA,0.2879,0.7,1.8321,0,1,8,9
40957,1,1,2,7,0,6,0,1,58.35976794,0.24,0.2879,0.7,1.8321,0,8,33,41
40957,1,1,2,9,0,6,0,1,95.18890702,0.22,0.2424,0.8,2.0176,0.1045,22,116,138
40957,1,1,2,10,0,6,0,1,3.498161603,0.26,0.2727,0.81,2.1273,0.1045,48,157,205
40957,1,1,2,11,0,6,0,1,47.86454788,0.32,0.3333,0.57,1.7667,0.1343,102,184,286
40957,1,1,2,12,0,6,0,1,95.44807026,0.36,0.3485,0.43,1.5915,0.194,128,241,369
40957,1,1,2,13,0,6,0,,63.02308327,0.4,0.4091,0.43,1.6509,0.2836,165,219,384
40957,1,1,2,15,0,6,0,1,82.29325046,0.42,0.4242,0.41,1.6558,0.2537,229,270,499
40957,1,1,2,16,0,6,0,1,93.20697307,0.44,0.4394,0.44,1.7606,0.3284,186,218,404
40957,1,1,2,17,0,6,0,1,69.91763532,0.48,0.4697,0.36,1.6903,0.2836,142,222,364
40957,1,1,2,18,0,6,0,1,63.65133564,0.46,0.4545,0.38,1.6855,0.2985,70,176,246
40957,1,1,2,19,0,6,0,1,45.39650105,0.44,0.4394,0.44,1.7606,0.1642,38,150,188
40957,1,1,2,20,0,6,0,1,94.98014067,0.44,0.4394,0.44,1.7606,0.1642,25,123,148
40957,1,1,2,21,0,6,0,1,57.49985209,0.44,0.4394,0.33,1.5406,0.2985,25,89,114
40957,1,1,2,22,0,6,0,1,89.55520141,0.4,0.4091,0.4,1.5909,0.4478,17,101,118
40957,1,1,2,23,0,6,0,2,19.10284791,0.36,0.3333,0.4,1.5467,0.3881,12,62,74
40958,1,1,2,0,0,0,0,2,28.55637311,0.34,0.303,0.39,1.497,0.3582,9,65,74
40958,1,1,2,1,0,0,0,2,47.06763329,0.32,0.303,0.39,1.437,0.2537,10,62,72
40958,1,1,2,2,0,0,0,2,0.387741812,0.3,0.2879,0.36,1.3321,0.2836,3,45,48
40958,1,1,2,3,0,0,0,2,86.71977439,0.3,0.2879,0.36,1.3321,NA,3,12,15
40958,1,1,2,4,0,0,0,2,28.12588062,0.28,0.2576,0.41,1.4024,0.3881,0,3,3
40958,1,1,2,5,0,0,0,2,71.94695933,0.26,0.2273,0.48,1.5127,0.2985,1,1,2
40958,1,1,2,6,0,0,0,1,27.87609912,0.24,0.2121,0.52,1.5479,0.3284,0,5,5
40958,1,1,2,7,0,0,0,2,31.57281921,NA,0.2121,0.52,1.5479,0.2836,2,12,14
40958,1,1,2,9,0,0,0,2,54.45601814,0.24,0.2273,0.56,1.6127,0.2537,20,73,93
40958,1,1,2,10,0,0,0,2,23.20809346,0.26,0.2424,0.52,1.5776,0.2537,49,142,191
40958,1,1,2,11,0,0,0,2,39.4929836,0.26,0.2273,0.56,1.6727,0.3284,82,144,226
40958,1,1,2,12,0,0,0,2,72.42766698,0.28,0.2727,0.52,1.6073,0.2537,71,184,255
40958,1,1,2,13,0,0,0,1,96.94942551,0.3,0.303,0.49,1.577,0.1642,64,197,261
40958,1,1,2,14,0,0,0,2,6.325303683,0.32,0.3182,0.45,1.5418,0.194,48,189,237
40958,1,1,2,15,0,0,0,2,17.42205048,0.3,0.2879,0.49,1.5921,0.194,85,168,253
40958,1,1,2,16,0,0,0,2,64.93294549,0.32,0.303,0.45,1.557,0.2836,62,150,212
40958,1,1,2,17,0,0,0,2,53.13232143,0.3,0.2879,0.49,1.5921,0.2537,22,135,157
40958,1,1,2,18,0,0,0,2,20.38841845,0.3,0.2727,0.49,1.6073,0.3284,23,144,167
40958,1,1,2,19,0,0,0,2,80.03914486,0.3,0.2879,0.52,1.6521,0.2537,18,101,119
40958,1,1,2,20,0,0,0,2,68.27685969,0.3,0.2879,NA,1.6521,0.2836,22,81,103
40958,1,1,2,21,0,0,0,3,56.84871113,0.26,0.2576,0.65,1.8224,0.1642,3,33,36
40958,1,1,2,22,0,0,0,3,60.41685593,0.24,0.2576,0.75,1.9624,0.0896,8,47,55
40958,1,1,2,23,0,0,0,2,9.811049774,0.22,0.2273,0.93,2.2927,0.1642,5,30,35
40959,1,1,2,0,1,1,0,2,46.22381401,0.24,0.2576,0.87,2.2024,0.0896,5,36,41
40959,1,1,2,1,1,1,0,2,39.2065626,0.24,0.2576,0.87,2.2024,0.0896,3,12,15
40959,1,1,2,2,1,1,0,2,30.83307667,0.24,0.2576,0.87,2.2024,0.0896,1,19,20
40959,1,1,2,3,1,1,0,2,88.20144049,0.24,0.2273,0.81,2.1127,0.194,0,8,8
40959,1,1,2,5,1,1,0,2,87.7515772,0.24,0.2121,0.6,1.7079,0.3582,0,6,6
40959,1,1,2,6,1,1,0,1,37.26775225,NA,0.197,0.52,1.563,0.4179,1,9,10
40959,1,1,2,7,1,1,0,2,88.11376046,0.22,0.197,0.55,1.563,0.3284,2,42,44
40959,1,1,2,8,1,1,0,1,38.50484925,0.2,0.1818,0.59,1.5982,0.3582,9,111,120
40959,1,1,2,9,1,1,0,1,42.06723853,0.2,0.1818,0.59,1.5982,0.3582,12,98,110
40959,1,1,2,10,1,1,0,1,31.0261004,0.22,0.197,0.55,1.563,0.4478,30,113,143
40959,1,1,2,11,1,1,0,1,92.46271059,0.26,0.2273,0.48,1.5127,0.3582,45,163,208
40959,1,1,2,12,1,1,0,1,25.96689638,0.28,0.2727,0.45,1.4673,0.2239,65,216,281
40959,1,1,2,13,1,1,0,1,17.61299691,0.3,0.2879,0.42,1.4521,0.2836,66,246,312
40959,1,1,2,14,1,1,0,1,84.12060953,0.32,0.3182,0.36,1.3618,0.194,57,206,263
40959,1,1,2,16,1,1,0,1,27.87281108,0.36,0.3788,0.29,1.2812,0.1045,64,216,280
40959,1,1,2,17,1,1,0,1,5.906792157,0.38,0.3939,0.27,1.2861,0.2537,27,226,253
40959,1,1,2,18,1,1,0,1,19.53185332,0.34,0.3182,0.34,1.3818,0.2239,27,215,242
40959,1,1,2,19,1,1,0,1,88.46313625,0.34,0.3182,0.34,1.3818,0.2239,8,164,172
40959,1,1,2,20,1,1,0,1,61.40037255,0.34,0.3333,0.34,1.3667,0.194,9,117,126
40959,1,1,2,21,1,1,0,1,88.65214648,0.3,0.303,0.39,1.377,0.1642,8,90,98
40959,1,1,2,23,1,1,0,1,53.56038511,0.3,0.3333,0.39,1.3467,0,0,26,26
40960,1,1,2,0,0,2,1,1,1.669884683,0.26,0.303,0.65,1.777,0,1,11,12
40960,1,1,2,1,0,2,1,1,98.72321073,0.26,0.303,0.56,1.597,0,0,7,7
40960,1,1,2,2,0,2,1,1,15.23665505,0.24,0.2879,0.6,1.6321,0,0,3,3
40960,1,1,2,4,0,2,1,1,61.44955286,0.22,0.2727,0.64,1.6673,0,0,2,2
40960,1,1,2,5,0,2,1,1,73.47654878,0.2,0.2576,0.69,1.7224,0,0,15,15
40960,1,1,2,6,0,2,1,1,16.41653397,0.2,0.2576,0.75,1.8424,0,3,83,86
40960,1,1,2,8,0,2,1,,39.64423266,0.2,0.2273,0.69,1.7527,0.0896,5,459,464
40960,1,1,2,9,0,2,1,1,15.80508795,NA,0.2273,0.75,1.8727,0.1045,6,211,217
40960,1,1,2,10,0,2,1,1,89.73643206,0.24,0.2273,0.7,1.8927,0.194,8,77,85
40960,1,1,2,13,0,2,1,1,45.41840308,0.34,0.303,0.49,1.697,0.4179,8,123,131
40960,1,1,2,15,0,2,1,1,79.59213679,0.34,0.303,0.49,1.697,0.4179,23,137,160
40960,1,1,2,16,0,2,1,1,87.8753952,0.36,0.3333,0.46,1.6667,0.4179,14,240,254
40960,1,1,2,17,0,2,1,1,1.037038858,0.38,0.3939,0.4,1.5461,0.4478,21,411,432
40960,1,1,2,19,0,2,1,1,41.97383335,0.36,0.3333,NA,1.6667,0.2985,5,299,304
40960,1,1,2,20,0,2,1,1,54.67141123,0.34,0.3182,0.53,1.7618,0.2537,4,223,227
40960,1,1,2,21,0,2,1,1,41.27280188,0.34,0.3333,0.61,1.9067,0.1642,7,147,154
40960,1,1,2,22,0,2,1,2,37.29071714,0.34,0.3333,0.71,2.1067,0.194,3,97,100
40960,1,1,2,23,0,2,1,,45.50378936,0.32,0.303,0.66,1.977,0.2239,1,46,47
40961,1,1,2,0,0,3,1,1,33.97494406,0.32,0.303,0.66,1.977,0.2239,5,19,24
40961,1,1,2,1,0,3,1,1,35.57206197,0.32,0.3333,0.7,2.0267,NA,3,4,7
40961,1,1,2,2,0,3,1,1,12.45679293,0.34,0.3182,0.66,2.0218,0.2836,1,5,6
40961,1,1,2,4,0,3,1,1,78.09521896,0.34,0.3333,0.71,2.1067,0.1642,0,2,2
40961,1,1,2,5,0,3,1,1,65.87591215,0.32,0.3333,0.7,2.0267,NA,1,29,30
40961,1,1,2,6,0,3,1,1,68.8691192,0.32,0.3182,0.76,2.1618,0.1642,5,85,90
40961,1,1,2,8,0,3,1,1,47.21915078,0.3,0.3182,0.75,2.0818,0.0896,9,567,576
40961,1,1,2,9,0,3,1,1,10.01170886,0.32,0.3333,0.7,2.0267,0.0896,11,241,252
40961,1,1,2,10,0,3,1,1,74.93513809,0.34,0.3485,0.71,2.0915,0.0896,17,122,139
40961,1,1,2,11,0,3,1,1,0.684335039,0.36,0.3485,0.66,2.0515,0.1642,22,149,171
40961,1,1,2,12,0,3,1,1,59.3358014,0.4,0.4091,0.62,2.0309,0.2836,21,186,207
40961,1,1,2,13,0,3,1,1,71.82201318,0.42,0.4242,0.54,1.9158,0.2985,15,175,190
40961,1,1,2,14,0,3,1,1,52.44732427,0.44,0.4394,0.54,1.9606,0.3284,35,142,177
40961,1,1,2,15,0,3,1,1,69.69546779,0.5,0.4848,0.31,1.6352,0.4179,34,161,195
40961,1,1,2,19,0,3,1,2,56.56456273,0.46,0.4545,0.44,1.8055,0.2836,22,305,327
40961,1,1,2,20,0,3,1,2,2.609077332,0.44,0.4394,0.47,1.8206,0.194,25,249,274
40961,1,1,2,22,0,3,1,2,83.57285814,0.44,0.4394,0.47,1.8206,0.2537,18,129,147
40961,1,1,2,23,0,3,1,2,5.068736422,0.46,0.4545,0.41,1.7455,0.2836,5,57,62
40962,1,1,2,0,0,4,1,2,22.02240881,0.44,0.4394,0.47,1.8206,0.2537,12,30,42
40962,1,1,2,1,0,4,1,2,16.51304035,0.44,0.4394,0.58,2.0406,0.2836,3,12,15
40962,1,1,2,2,0,4,1,,86.1327979,0.44,0.4394,0.62,2.1206,0.2239,5,4,9
40962,1,1,2,5,0,4,1,1,34.57486118,0.4,0.4091,0.76,NA,0.2239,2,30,32
40962,1,1,2,6,0,4,1,1,20.4000922,0.36,0.3485,0.87,2.4715,0.194,3,88,91
40962,1,1,2,7,0,4,1,1,87.00247152,0.36,0.3485,0.81,2.3515,0.2239,9,317,326
40962,1,1,2,8,0,4,1,1,80.45624948,0.34,0.3333,0.87,2.4267,0.194,11,549,560
40962,1,1,2,9,0,4,1,1,19.72332074,0.36,0.3333,0.81,2.3667,0.2537,14,228,242
40962,1,1,2,10,0,4,1,1,73.44655045,0.42,0.4242,0.67,2.1758,0.194,41,107,148
40962,1,1,2,12,0,4,1,1,74.72230704,0.5,0.4848,0.42,1.8552,0.2537,25,199,224
40962,1,1,2,13,0,4,1,1,69.17476893,0.52,0.5,0.39,1.84,0.194,30,188,218
40962,1,1,2,16,0,4,1,1,34.91049586,0.56,0.5303,0.32,1.7897,0,45,298,343
40962,1,1,2,17,0,4,1,1,7.847451764,0.54,0.5152,0.32,1.7448,0.1642,49,561,610
40962,1,1,2,18,0,4,1,1,24.49693429,0.54,0.5152,0.37,1.8448,0.1343,36,486,522
40962,1,1,2,19,0,4,1,1,2.212698967,0.5,0.4848,0.39,1.7952,0.0896,20,349,369
40962,1,1,2,20,0,4,1,1,17.02478944,0.46,0.4545,0.44,1.8055,0.1343,23,246,269
40962,1,1,2,23,0,4,1,1,10.58470267,0.44,0.4394,0.54,1.9606,0,14,71,85
40963,1,1,2,0,0,5,1,2,19.93327863,0.44,0.4394,0.58,2.0406,0.0896,12,34,46
40963,1,1,2,1,0,5,1,1,39.75692164,0.44,0.4394,0.62,2.1206,0.194,3,15,18
40963,1,1,2,2,0,5,1,3,11.98761167,0.42,0.4242,0.77,2.3758,0.2836,1,4,5
40963,1,1,2,3,0,5,1,1,65.69857703,0.42,0.4242,0.82,2.4758,0.1343,0,5,5
40963,1,1,2,4,0,5,1,1,39.0669745,0.4,0.4091,0.87,2.5309,0.1343,0,2,2
40963,1,1,2,5,0,5,1,2,5.589976113,NA,0.4091,0.87,2.5309,0.194,1,25,26
40963,1,1,2,6,0,5,1,2,49.84925862,0.4,0.4091,0.87,2.5309,0.1642,2,80,82
40963,1,1,2,7,0,5,1,2,28.47469113,0.4,0.4091,0.76,2.3109,0.2239,7,265,272
40963,1,1,2,8,0,5,1,2,34.70356647,0.38,0.3939,0.76,2.2661,0.3284,17,452,469
40963,1,1,2,9,0,5,1,3,20.79521653,0.36,0.3333,0.81,2.3667,0.2537,15,229,244
40963,1,1,2,10,0,5,1,3,55.12613034,0.36,0.3485,0.81,2.3515,0.1642,22,119,141
40963,1,1,2,13,0,5,1,2,95.1114587,0.42,0.4242,0.71,2.2558,0.1045,30,153,183
40963,1,1,2,14,0,5,1,2,63.24573112,0.46,0.4545,0.67,2.2655,0.1045,5,26,31
40963,1,1,2,15,0,5,1,3,23.25753247,0.4,0.4091,0.87,2.5309,0.194,11,83,94
40963,1,1,2,16,0,5,1,3,39.05555795,0.4,0.4091,0.87,2.5309,0.194,12,166,178
40963,1,1,2,18,0,5,1,2,87.83837165,0.42,0.4242,0.94,2.7158,0,11,289,300
40963,1,1,2,19,0,5,1,2,7.799782088,0.44,0.4394,0.88,2.6406,0.1045,6,227,233
40963,1,1,2,20,0,5,1,1,23.43530411,0.44,0.4394,0.62,2.1206,0.4179,8,159,167
40963,1,1,2,21,0,5,1,1,4.912086986,0.42,0.4242,0.35,1.5358,0.806,1,151,152
40963,1,1,2,22,0,5,1,1,82.26851002,0.4,0.4091,0.37,1.5309,0.5821,4,102,106
40963,1,1,2,23,0,5,1,1,6.067192153,0.38,0.3939,0.37,1.4861,0.6866,10,76,86
40964,1,1,2,1,0,6,0,1,89.66312552,0.34,0.303,0.42,1.557,0.3582,4,42,46
40964,1,1,2,2,0,6,0,1,9.557688727,0.32,0.303,0.45,1.557,0.2537,1,37,38
40964,1,1,2,3,0,6,0,1,62.05052107,0.3,0.2727,0.45,1.5273,0.2985,0,7,7
40964,1,1,2,4,0,6,0,1,89.83438948,0.3,0.2727,0.42,1.4673,0.3284,0,2,2
40964,1,1,2,6,0,6,0,2,44.50705771,0.3,0.2727,0.42,1.4673,0.2985,1,12,13
40964,1,1,2,7,0,6,0,1,93.89953462,0.28,0.2424,0.45,1.4976,0.4478,3,20,23
40964,1,1,2,8,0,6,0,1,94.00891644,0.26,0.2273,0.48,1.5127,0.2985,3,90,93
40964,1,1,2,9,0,6,0,3,6.586219464,0.22,0.197,0.75,1.963,0.3284,15,107,122
40964,1,1,2,11,0,6,0,1,52.52760797,0.3,0.2576,0.39,1.4224,0.6119,23,187,210
40964,1,1,2,12,0,6,0,1,72.05509865,0.32,0.2727,0.29,1.2673,0.6567,41,217,258
40964,1,1,2,13,0,6,0,1,27.3893739,0.32,0.2879,0.31,1.2921,0.4925,48,178,226
40964,1,1,2,14,0,6,0,1,96.78899281,0.32,0.2727,0.29,1.2673,0.5522,35,181,216
40964,1,1,2,15,0,6,0,1,16.58476505,0.32,0.2879,0.29,1.2521,0.4179,21,211,232
40964,1,1,2,16,0,6,0,1,25.57438147,0.32,0.2727,0.26,1.2073,0.5821,32,163,195
40964,1,1,2,17,0,6,0,1,53.73823011,0.3,0.2727,0.33,1.2873,0.3582,16,143,159
40964,1,1,2,18,0,6,0,1,69.75565153,0.3,0.2576,0.28,1.2024,0.5821,7,126,133
40964,1,1,2,20,0,6,0,1,58.99989671,0.26,0.2121,0.3,1.1679,0.5522,10,95,105
40964,1,1,2,21,0,6,0,1,22.74465301,0.24,0.2121,0.35,1.2079,0.3284,5,80,85
40964,1,1,2,23,0,6,0,1,23.11912249,0.24,0.197,0.41,1.343,0.4179,7,84,91
40965,1,1,2,0,0,0,0,1,47.17922383,0.24,0.2121,0.41,1.3279,0.3582,7,63,70
40965,1,1,2,2,0,0,0,1,49.0559198,0.24,0.2121,0.44,1.3879,0.3284,5,37,42
40965,1,1,2,3,0,0,0,1,24.94048481,0.24,0.2273,0.41,1.3127,0.194,0,21,21
40965,1,1,2,4,0,0,0,1,95.48175469,0.24,0.2273,0.41,NA,0.194,1,5,6
40965,1,1,2,5,0,0,0,1,72.16956538,0.22,0.2121,0.44,1.3279,0.2239,0,5,5
40965,1,1,2,6,0,0,0,1,91.53581097,0.22,0.197,0.44,1.343,0.3284,0,2,2
40965,1,1,2,8,0,0,0,1,75.85495499,0.2,0.197,0.51,1.423,0.2537,2,57,59
40965,1,1,2,9,0,0,0,1,54.77555368,0.22,0.2121,0.47,1.3879,0.2239,11,76,87
40965,1,1,2,10,0,0,0,1,48.80410123,0.26,0.2576,0.41,1.3424,0.1642,27,161,188
40965,1,1,2,13,0,0,0,1,69.3691545,0.32,0.3333,0.36,1.3467,0,58,267,325
40965,1,1,2,14,0,0,0,1,25.84325968,0.34,0.3485,0.31,1.2915,0,68,263,331
40965,1,1,2,15,0,0,0,1,13.56121504,0.36,0.3485,0.29,1.3115,0,72,281,353
40965,1,1,2,16,0,0,0,1,7.65942797,0.36,0.3333,0.32,1.3867,0.2537,64,275,339
40965,1,1,2,17,0,0,0,1,81.45509847,NA,0.3485,0.32,1.3715,0.2239,46,241,287
40965,1,1,2,18,0,0,0,1,95.73605116,0.34,0.3182,0.36,1.4218,0.2836,17,199,216
40965,1,1,2,20,0,0,0,1,68.70369035,0.32,0.3182,0.42,1.4818,0.1642,9,79,88
40965,1,1,2,22,0,0,0,1,26.62942938,0.3,0.2879,0.42,1.4521,0.2239,3,68,71
40966,1,1,2,1,0,1,1,1,54.95432665,0.26,0.2576,0.65,1.8224,0.2239,0,6,6
40966,1,1,2,2,0,1,1,1,24.54493427,0.26,0.2273,NA,1.9527,0.2985,0,4,4
40966,1,1,2,3,0,1,1,1,70.31858518,0.24,0.2424,0.75,1.9776,0.1642,0,2,2
40966,1,1,2,4,0,1,1,1,97.10439536,0.22,0.2273,0.8,2.0327,0.1343,0,1,1
40966,1,1,2,5,0,1,1,1,4.04434099,0.22,0.2273,0.8,2.0327,0.1343,0,16,16
40966,1,1,2,6,0,1,1,1,29.20423401,NA,0.2273,0.7,1.8927,0.2537,1,89,90
40966,1,1,2,7,0,1,1,,26.34427001,0.24,0.2273,0.6,1.6927,0.2239,2,278,280
40966,1,1,2,8,0,1,1,1,3.379183682,0.24,0.2424,0.6,1.6776,0,14,514,528
40966,1,1,2,9,0,1,1,1,25.65658583,0.26,0.2576,0.6,1.7224,0.194,11,219,230
40966,1,1,2,10,0,1,1,1,6.699702154,0.32,0.303,0.45,1.557,0.2537,16,88,104
40966,1,1,2,11,0,1,1,1,25.13315267,0.36,0.3333,0.43,1.6067,0.2537,11,92,103
40966,1,1,2,12,0,1,1,1,0.437763466,0.4,0.4091,0.37,1.5309,0.2985,13,164,177
40966,1,1,2,13,0,1,1,1,7.336861301,0.4,0.4091,0.43,1.6509,0.2836,23,159,182
